Price,High,Low,Open,Volume
1864.9000244140625,1865.5999755859375,1864.800048828125,1865.5,161713
1866.5999755859375,1867.0,1865.0,1865.0,140148
1866.300048828125,1866.5999755859375,1866.0999755859375,1866.5999755859375,113484
1865.5,1866.300048828125,1865.4000244140625,1866.199951171875,155116
1866.300048828125,1866.4000244140625,1865.0,1865.5,130287
1866.5999755859375,1867.300048828125,1866.300048828125,1866.300048828125,279882
1867.0,1867.0,1865.0,1866.199951171875,112419
1864.9000244140625,1864.9000244140625,1864.9000244140625,1864.9000244140625,0
1878.4000244140625,1881.699951171875,1875.5999755859375,1877.0999755859375,2038296
1877.300048828125,1878.800048828125,1875.300048828125,1876.699951171875,121812
1874.300048828125,1878.800048828125,1874.199951171875,1877.699951171875,91208
1874.5,1875.9000244140625,1874.300048828125,1874.5,70067
1875.5999755859375,1876.0,1874.0999755859375,1874.5,54454
1875.5999755859375,1878.300048828125,1875.5999755859375,1875.5999755859375,54899
1873.9000244140625,1875.9000244140625,1873.5,1875.800048828125,43524
1871.800048828125,1874.0999755859375,1871.5999755859375,1873.4000244140625,49874
1872.5,1873.5999755859375,1871.300048828125,1871.800048828125,38661
1873.5999755859375,1873.699951171875,1872.0,1872.800048828125,20297
1871.300048828125,1873.800048828125,1870.0999755859375,1873.0999755859375,40899
1871.300048828125,1872.300048828125,1871.0,1871.0999755859375,37157
1870.199951171875,1871.5,1870.199951171875,1871.0999755859375,23592
1871.0999755859375,1871.699951171875,1870.300048828125,1870.300048828125,14798
1871.4000244140625,1872.0,1871.0999755859375,1871.4000244140625,22085
1870.5999755859375,1872.0,1870.5,1871.300048828125,34588
1870.0,1870.800048828125,1869.300048828125,1870.300048828125,31605
1870.0,1870.0999755859375,1869.9000244140625,1869.9000244140625,28027
1869.9000244140625,1870.199951171875,1869.0,1869.9000244140625,48102
1873.699951171875,1873.699951171875,1869.5999755859375,1869.800048828125,63948
1872.699951171875,1874.699951171875,1872.0999755859375,1873.0,42869
1872.4000244140625,1872.5999755859375,1871.5999755859375,1872.4000244140625,26801
1872.5,1872.800048828125,1872.0999755859375,1872.0999755859375,15476
1873.0,1873.0,1872.0,1872.300048828125,25777
1873.5999755859375,1873.9000244140625,1871.800048828125,1872.5999755859375,20330
1873.199951171875,1873.9000244140625,1872.199951171875,1873.5999755859375,14817
1873.0999755859375,1873.9000244140625,1872.699951171875,1873.4000244140625,21709
1876.300048828125,1876.4000244140625,1872.699951171875,1873.0999755859375,69968
1875.4000244140625,1876.699951171875,1875.0999755859375,1876.0,21616
1876.0,1876.5,1875.0999755859375,1876.0999755859375,19262
1875.0999755859375,1876.0,1875.0,1875.5999755859375,15579
1875.0,1875.4000244140625,1874.199951171875,1875.199951171875,19588
1874.800048828125,1875.800048828125,1874.800048828125,1875.5,15207
1875.300048828125,1875.5,1874.4000244140625,1874.699951171875,9996
1876.5,1876.5,1874.699951171875,1874.699951171875,24529
1876.5,1876.800048828125,1876.0,1876.199951171875,20748
1876.9000244140625,1877.9000244140625,1876.0999755859375,1876.5,46990
1878.5,1878.5999755859375,1877.0,1877.4000244140625,31818
1878.4000244140625,1879.0,1878.0,1878.0999755859375,22134
1878.199951171875,1878.699951171875,1878.0,1878.4000244140625,16011
1877.199951171875,1878.4000244140625,1877.0999755859375,1878.199951171875,14348
1877.4000244140625,1877.800048828125,1877.0,1877.0999755859375,16773
1878.699951171875,1878.9000244140625,1877.4000244140625,1877.4000244140625,27843
1878.0,1879.0,1877.4000244140625,1878.699951171875,16654
1878.0999755859375,1878.300048828125,1876.5999755859375,1877.300048828125,11126
1877.199951171875,1878.199951171875,1876.699951171875,1878.0999755859375,10153
